relative_path,consumer_evidence,consumers,conditions,flags,evidence_note
items/npcEmeraldBroadsword.png,static-extracted,ItemBroadSword|npcEmeraldBroadsword|CustomItems.java:610|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldBullet.png,static-extracted,ItemBullet|npcEmeraldBullet|CustomItems.java:385|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldDagger.png,static-extracted,ItemDagger|npcEmeraldDagger|CustomItems.java:556|extra-items-enabled;ItemDaggerReversed|npcEmeraldReversedDagger|CustomItems.java:557|extra-items-enabled,extra-items-enabled,icon-override;shared-icon,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldGlaive.png,static-extracted,ItemGlaive|npcEmeraldGlaive|CustomItems.java:599|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldGun.png,static-extracted,ItemGun|npcEmeraldGun|CustomItems.java:384|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldHalberd.png,static-extracted,ItemSpear|npcEmeraldHalberd|CustomItems.java:506|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldMace.png,static-extracted,ItemNpcWeaponInterface|npcEmeraldMace|CustomItems.java:539|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldScythe.png,static-extracted,ItemScythe|npcEmeraldScythe|CustomItems.java:587|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldShield.png,static-extracted,ItemShield|npcEmeraldShield|CustomItems.java:482|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldSkirt.png,static-extracted,ItemSkirt|npcEmeraldSkirt|CustomItems.java:713|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldSpear.png,static-extracted,ItemSpear|npcEmeraldSpear|CustomItems.java:495|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldStaff.png,static-extracted,ItemStaff|npcEmeraldStaff|CustomItems.java:576|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldSword.png,static-extracted,ItemNpcWeaponInterface|npcEmeraldSword|CustomItems.java:409|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldTrident.png,static-extracted,ItemSpear|npcEmeraldTrident|CustomItems.java:402|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcEmeraldWarhammer.png,static-extracted,ItemWarhammer|npcEmeraldWarhammer|CustomItems.java:528|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcExcalibur.png,static-extracted,ItemExcalibur|npcExcalibur|CustomItems.java:463|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFireElement.png,static-extracted,ItemNpcInterface|npcFireElement|CustomItems.java:731|extra-items-enabled,extra-items-enabled,animated-strip;manual-review,literal customnpcs texture registration in a parsed Java statement
items/npcFireElement.png.mcmeta,not-applicable-sidecar,,,animated-strip;manual-review,animation metadata is outside the static item audit
items/npcFireSpell.png,static-extracted,ItemNpcInterface|npcFireSpell|CustomItems.java:418|extra-items-enabled,extra-items-enabled,animated-strip;manual-review,literal customnpcs texture registration in a parsed Java statement
items/npcFireSpell.png.mcmeta,not-applicable-sidecar,,,animated-strip;manual-review,animation metadata is outside the static item audit
items/npcFrenchHorn.png,static-extracted,ItemMusic|npcFrenchHorn|CustomItems.java:287|always,always,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostBattleAxe.png,static-extracted,ItemBattleAxe|npcFrostBattleAxe|CustomItems.java:518|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostBroadsword.png,static-extracted,ItemBroadSword|npcFrostBroadsword|CustomItems.java:611|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostDagger.png,static-extracted,ItemDagger|npcFrostDagger|CustomItems.java:558|extra-items-enabled;ItemDaggerReversed|npcFrostReversedDagger|CustomItems.java:559|extra-items-enabled,extra-items-enabled,icon-override;shared-icon,literal customnpcs texture registration in a parsed Java statement
items/npcFrostGlaive.png,static-extracted,ItemGlaive|npcFrostGlaive|CustomItems.java:600|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostHalberd.png,static-extracted,ItemSpear|npcFrostHalberd|CustomItems.java:507|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostMace.png,static-extracted,ItemNpcWeaponInterface|npcFrostMace|CustomItems.java:540|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostScythe.png,static-extracted,ItemScythe|npcFrostScythe|CustomItems.java:589|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostShield.png,static-extracted,ItemRotatedShield|npcFrostShield|CustomItems.java:471|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostSpear.png,static-extracted,ItemSpear|npcFrostSpear|CustomItems.java:496|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostStaff.png,static-extracted,ItemStaff|npcFrostStaff|CustomItems.java:578|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostSword.png,static-extracted,ItemNpcWeaponInterface|npcFrostSword|CustomItems.java:411|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostTrident.png,static-extracted,ItemSpear|npcFrostTrident|CustomItems.java:404|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFrostWarhammer.png,static-extracted,ItemWarhammer|npcFrostWarhammer|CustomItems.java:529|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullBronzeBoots.png,static-extracted,ItemNpcArmor|npcFullBronzeBoots|CustomItems.java:647|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullBronzeChest.png,static-extracted,ItemNpcArmor|npcFullBronzeChest|CustomItems.java:645|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullBronzeHead.png,static-extracted,ItemNpcArmor|npcFullBronzeHead|CustomItems.java:644|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullBronzeLeggings.png,static-extracted,ItemNpcArmor|npcFullBronzeLeggings|CustomItems.java:646|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullBronzeShield.png,static-extracted,ItemRotatedShield|npcFullBronzeShield|CustomItems.java:480|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullDemonicShield.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcFullDiamondChest.png,static-extracted,ItemNpcArmor|npcFullDiamondChest|CustomItems.java:642|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullDiamondHead.png,static-extracted,ItemNpcArmor|npcFullDiamondHead|CustomItems.java:641|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullDiamondShield.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcFullDiaShield.png,static-extracted,ItemRotatedShield|npcFullDiaShield|CustomItems.java:479|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullEmeraldBoots.png,static-extracted,ItemNpcArmor|npcFullEmeraldBoots|CustomItems.java:652|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullEmeraldChest.png,static-extracted,ItemNpcArmor|npcFullEmeraldChest|CustomItems.java:650|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullEmeraldHead.png,static-extracted,ItemNpcArmor|npcFullEmeraldHead|CustomItems.java:649|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullEmeraldLeggings.png,static-extracted,ItemNpcArmor|npcFullEmeraldLeggings|CustomItems.java:651|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullEmeraldShield.png,static-extracted,ItemRotatedShield|npcFullEmeraldShield|CustomItems.java:481|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullFrostShield.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcFullGoldChest.png,static-extracted,ItemNpcArmor|npcFullGoldChest|CustomItems.java:639|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullGoldenShield.png,static-extracted,ItemRotatedShield|npcFullGoldenShield|CustomItems.java:478|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullGoldHead.png,static-extracted,ItemNpcArmor|npcFullGoldHead|CustomItems.java:638|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullIronChest.png,static-extracted,ItemNpcArmor|npcFullIronChest|CustomItems.java:636|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullIronHead.png,static-extracted,ItemNpcArmor|npcFullIronHead|CustomItems.java:635|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullIronShield.png,static-extracted,ItemRotatedShield|npcFullIronShield|CustomItems.java:477|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullLeatherChest.png,static-extracted,ItemNpcArmor|npcFullLeatherChest|CustomItems.java:633|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullLeatherHead.png,static-extracted,ItemNpcArmor|npcFullLeatherHead|CustomItems.java:632|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullMithrilShield.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcFullStoneShield.png,static-extracted,ItemRotatedShield|npcFullStoneShield|CustomItems.java:476|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullWoodenBoots.png,static-extracted,ItemNpcArmor|npcFullWoodenBoots|CustomItems.java:657|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullWoodenChest.png,static-extracted,ItemNpcArmor|npcFullWoodenChest|CustomItems.java:655|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullWoodenHead.png,static-extracted,ItemNpcArmor|npcFullWoodenHead|CustomItems.java:654|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullWoodenLeggings.png,static-extracted,ItemNpcArmor|npcFullWoodenLeggings|CustomItems.java:656|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcFullWoodenShield.png,static-extracted,ItemRotatedShield|npcFullWoodenShield|CustomItems.java:475|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGiantShuriken.png,static-extracted,ItemThrowingWeapon|npcGiantShuriken|CustomItems.java:429|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenBattleAxe.png,static-extracted,ItemBattleAxe|npcGoldenBattleAxe|CustomItems.java:514|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenBroadsword.png,static-extracted,ItemBroadSword|npcGoldenBroadsword|CustomItems.java:607|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenBullet.png,static-extracted,ItemBullet|npcGoldenBullet|CustomItems.java:376|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenDagger.png,static-extracted,ItemDagger|npcGoldenDagger|CustomItems.java:550|extra-items-enabled;ItemDaggerReversed|npcGoldenReversedDagger|CustomItems.java:551|extra-items-enabled,extra-items-enabled,icon-override;shared-icon,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenGlaive.png,static-extracted,ItemGlaive|npcGoldenGlaive|CustomItems.java:596|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenGun.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcGoldenHalberd.png,static-extracted,ItemSpear|npcGoldenHalberd|CustomItems.java:503|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenMace.png,static-extracted,ItemNpcWeaponInterface|npcGoldenMace|CustomItems.java:536|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenScythe.png,static-extracted,ItemScythe|npcGoldenScythe|CustomItems.java:585|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenShield.png,static-extracted,ItemShield|npcGoldenShield|CustomItems.java:468|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenSpear.png,static-extracted,ItemSpear|npcGoldenSpear|CustomItems.java:492|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenStaff.png,static-extracted,ItemStaff|npcGoldenStaff|CustomItems.java:573|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldenTrident.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcGoldenWarhammer.png,static-extracted,ItemWarhammer|npcGoldenWarhammer|CustomItems.java:525|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldGun.png,static-extracted,ItemGun|npcGoldGun|CustomItems.java:375|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldSkirt.png,static-extracted,ItemSkirt|npcGoldSkirt|CustomItems.java:710|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGoldTrident.png,static-extracted,ItemSpear|npcGoldTrident|CustomItems.java:399|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGolfClub.png,static-extracted,ItemSpear|npcGolfClub|CustomItems.java:433|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcGuitar.png,static-extracted,ItemBanjo|npcGuitar|CustomItems.java:286|always,always,,literal customnpcs texture registration in a parsed Java statement
items/npcGunChainsaw.png,static-extracted,ItemGunChainsaw|npcGunChainsaw|CustomItems.java:457|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcHammer.png,static-extracted,ItemNpcWeaponInterface|npcHammer|CustomItems.java:437|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcHandCuffs.png,static-extracted,ItemNpcInterface|npcHandCuffs|CustomItems.java:436|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcHarp.png,static-extracted,ItemViolin|npcHarp|CustomItems.java:285|always,always,,literal customnpcs texture registration in a parsed Java statement
items/npcHeart.png,static-extracted,ItemNpcInterface|npcHeart|CustomItems.java:760|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcHeaterShield.png,static-extracted,ItemShield|npcHeaterShield|CustomItems.java:484|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcHockeyStick.png,static-extracted,ItemSpear|npcHockeyStick|CustomItems.java:442|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcHolySpell.png,static-extracted,ItemNpcInterface|npcHolySpell|CustomItems.java:420|extra-items-enabled,extra-items-enabled,animated-strip;manual-review,literal customnpcs texture registration in a parsed Java statement
items/npcHolySpell.png.mcmeta,not-applicable-sidecar,,,animated-strip;manual-review,animation metadata is outside the static item audit
items/npcIceSpell.png,static-extracted,ItemNpcInterface|npcIceSpell|CustomItems.java:417|extra-items-enabled,extra-items-enabled,animated-strip;manual-review,literal customnpcs texture registration in a parsed Java statement
items/npcIceSpell.png.mcmeta,not-applicable-sidecar,,,animated-strip;manual-review,animation metadata is outside the static item audit
items/npcInfantryHelmet.png,static-extracted,ItemNpcArmor|npcInfantryHelmet|CustomItems.java:697|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronBattleAxe.png,static-extracted,ItemBattleAxe|npcIronBattleAxe|CustomItems.java:513|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronBroadsword.png,static-extracted,ItemBroadSword|npcIronBroadsword|CustomItems.java:606|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronBullet.png,static-extracted,ItemBullet|npcIronBullet|CustomItems.java:373|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronDagger.png,static-extracted,ItemDagger|npcIronDagger|CustomItems.java:548|extra-items-enabled;ItemDaggerReversed|npcIronReversedDagger|CustomItems.java:549|extra-items-enabled,extra-items-enabled,icon-override;shared-icon,literal customnpcs texture registration in a parsed Java statement
items/npcIronGlaive.png,static-extracted,ItemGlaive|npcIronGlaive|CustomItems.java:595|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronGun.png,static-extracted,ItemGun|npcIronGun|CustomItems.java:372|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronHalberd.png,static-extracted,ItemSpear|npcIronHalberd|CustomItems.java:502|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronMace.png,static-extracted,ItemNpcWeaponInterface|npcIronMace|CustomItems.java:535|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronScythe.png,static-extracted,ItemScythe|npcIronScythe|CustomItems.java:584|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronShield.png,static-extracted,ItemShield|npcIronShield|CustomItems.java:467|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronSkirt.png,static-extracted,ItemSkirt|npcIronSkirt|CustomItems.java:711|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronSpear.png,static-extracted,ItemSpear|npcIronSpear|CustomItems.java:491|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronStaff.png,static-extracted,ItemStaff|npcIronStaff|CustomItems.java:572|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronTrident.png,static-extracted,ItemSpear|npcIronTrident|CustomItems.java:398|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcIronWarhammer.png,static-extracted,ItemWarhammer|npcIronWarhammer|CustomItems.java:524|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcKatana.png,static-extracted,ItemNpcWeaponInterface|npcKatana|CustomItems.java:430|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcKatar.png,static-extracted,ItemClaw|npcKatar|CustomItems.java:568|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcKey.png,static-extracted,ItemNpcInterface|npcKey|CustomItems.java:735|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcKey2.png,static-extracted,ItemNpcInterface|npcKey2|CustomItems.java:736|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcKukri.png,static-extracted,ItemDagger|npcKukri|CustomItems.java:431|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcKunai.png,static-extracted,ItemKunai|npcKunai|CustomItems.java:426|extra-items-enabled;ItemKunaiReversed|npcReverseKunai|CustomItems.java:427|extra-items-enabled,extra-items-enabled,icon-override;shared-icon,literal customnpcs texture registration in a parsed Java statement
items/npcLeadPipe.png,static-extracted,ItemNpcWeaponInterface|npcLeadPipe|CustomItems.java:439|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcLeafBlade.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcLeatherSkirt.png,static-extracted,ItemSkirt|npcLeatherSkirt|CustomItems.java:709|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcLetter.png,static-extracted,ItemNpcInterface|npcLetter|CustomItems.java:718|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcLighter.png,static-extracted,ItemFlintAndSteel|npcLighter|CustomItems.java:446|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcLightningSpell.png,static-extracted,ItemNpcInterface|npcLightningSpell|CustomItems.java:416|extra-items-enabled,extra-items-enabled,animated-strip;manual-review,literal customnpcs texture registration in a parsed Java statement
items/npcLightningSpell.png.mcmeta,not-applicable-sidecar,,,animated-strip;manual-review,animation metadata is outside the static item audit
items/npcLocket.png,static-extracted,ItemNpcInterface|npcLocket|CustomItems.java:755|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMachineGun.png,static-extracted,ItemMachineGun|npcMachineGun|CustomItems.java:387|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMacuahuitl.png,static-extracted,ItemNpcWeaponInterface|npcMacuahuitl|CustomItems.java:447|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMagicWand.png,static-extracted,ItemWand|npcMagicWand|CustomItems.java:434|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMana.png,static-extracted,ItemNpcInterface|npcMana|CustomItems.java:423|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilBattleAxe.png,static-extracted,ItemBattleAxe|npcMithrilBattleAxe|CustomItems.java:519|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilBoots.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcMithrilBroadsword.png,static-extracted,ItemBroadSword|npcMithrilBroadsword|CustomItems.java:613|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilChest.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcMithrilDagger.png,static-extracted,ItemDagger|npcMithrilDagger|CustomItems.java:560|extra-items-enabled;ItemDaggerReversed|npcMithrilReversedDagger|CustomItems.java:561|extra-items-enabled,extra-items-enabled,icon-override;shared-icon,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilGlaive.png,static-extracted,ItemGlaive|npcMithrilGlaive|CustomItems.java:601|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilHalberd.png,static-extracted,ItemSpear|npcMithrilHalberd|CustomItems.java:508|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilHead.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcMithrilIngot.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcMithrilLegs.png,none-extracted,,,,no consumer matched the controlled static registration pattern
items/npcMithrilMace.png,static-extracted,ItemNpcWeaponInterface|npcMithrilMace|CustomItems.java:541|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilScythe.png,static-extracted,ItemScythe|npcMithrilScythe|CustomItems.java:590|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilShield.png,static-extracted,ItemRotatedShield|npcMithrilShield|CustomItems.java:472|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilSkirt.png,static-extracted,ItemSkirt|npcMithrilSkirt|CustomItems.java:716|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilSpear.png,static-extracted,ItemSpear|npcMithrilSpear|CustomItems.java:497|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilStaff.png,static-extracted,ItemStaff|npcMithrilStaff|CustomItems.java:579|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilSword.png,static-extracted,ItemNpcWeaponInterface|npcMithrilSword|CustomItems.java:412|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilTrident.png,static-extracted,ItemSpear|npcMithrilTrident|CustomItems.java:405|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMithrilWarhammer.png,static-extracted,ItemWarhammer|npcMithrilWarhammer|CustomItems.java:530|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMoney.png,static-extracted,ItemNpcInterface|npcMoney|CustomItems.java:761|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcMusket.png,static-extracted,ItemMusket|npcMusket|CustomItems.java:451|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNanorumBoots.png,static-extracted,ItemNpcArmor|npcNanorumBoots|CustomItems.java:627|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNanorumChest.png,static-extracted,ItemNpcArmor|npcNanorumChest|CustomItems.java:625|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNanorumHead.png,static-extracted,ItemNpcArmor|npcNanorumHead|CustomItems.java:624|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNanorumLegs.png,static-extracted,ItemNpcArmor|npcNanorumLegs|CustomItems.java:626|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNatureSpell.png,static-extracted,ItemNpcInterface|npcNatureSpell|CustomItems.java:414|extra-items-enabled,extra-items-enabled,animated-strip;manual-review,literal customnpcs texture registration in a parsed Java statement
items/npcNatureSpell.png.mcmeta,not-applicable-sidecar,,,animated-strip;manual-review,animation metadata is outside the static item audit
items/npcNecklace.png,static-extracted,ItemNpcInterface|npcNecklace|CustomItems.java:762|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNinjaChest.png,static-extracted,ItemNpcArmor|npcNinjaChest|CustomItems.java:705|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNinjaClaw.png,static-extracted,ItemClaw|npcNinjaClaw|CustomItems.java:565|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNinjaHead.png,static-extracted,ItemNpcArmor|npcNinjaHead|CustomItems.java:704|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcNinjaPants.png,static-extracted,ItemNpcArmor|npcNinjaPants|CustomItems.java:706|extra-items-enabled,extra-items-enabled,,literal customnpcs texture registration in a parsed Java statement
items/npcOcarina.png,static-extracted,ItemMusicOracina|npcOcarina|CustomItems.java:288|always,always,,literal customnpcs texture registration in a parsed Java statement
